Protein	L_gryllorum_count
XP_019915098.1 Uncharacterized protein PCOAH_00...	1
KZV20206.1 rnf5	1
KAI5677238.1 hypothetical protein M9H77_08188	1
CAG7834291.1 unnamed protein product	1
QOY40331.1 Dynamitin	1
XP_011132604.1 putative LCCL domain protein	1
XP_029219042.1 putative microtubule-associated ...	1
CEL93716.1 unnamed protein product	1
XP_051400405.1 uncharacterized protein BX664DRA...	1
XP_011132520.1 cyclin-dependent kinase regulato...	1
XP_055388895.1 polyadenylate-binding protein 1A...	1
XP_011131622.1 putative transcription elongatio...	1
CEL94178.1 unnamed protein product	1
CEM21685.1 unnamed protein product	1
KAH0486331.1 MAG: hypothetical protein KVP17_00...	1
WP_187978954.1 MULTISPECIES: aminopeptidase N	1
XP_011131680.1 Rab-GTPase-TBC domain protein	1
XP_011132074.1 Myo-inositol-1-phosphate synthase	1
XP_053992637.1 uncharacterized protein LOC12888...	1
XP_011131331.1 ABC transporter	1
XP_011130551.1 hypothetical protein GNI_078070	1
XP_011129300.1 phosphatidylinositol 3- and 4-ki...	1
XP_011134243.1 emp24/gp25L/p24 family protein	1
XP_011134242.1 putative tRNA pseudouridine synt...	1
XP_011134637.1 putative glycogen debranching en...	1
XP_032903191.1 histone H4-like	1
XP_011131627.1 putative splicing factor 3a subunit	1
CEM15604.1 unnamed protein product	1
XP_011128526.1 putative zinc finger protein	1
XP_011131192.1 proteasome subunit beta type	1
XP_011133252.1 thioredoxin	1
XP_011132293.1 60S acidic ribosomal protein P1	1
XP_011130299.1 hypothetical protein GNI_070490	1
XP_042980305.1 14-3-3 protein 2-like	1
XP_011130423.1 hypothetical protein GNI_073980	1
CAE8610790.1 unnamed protein product	1
XP_029219359.1 importin-beta N-terminal domain-...	1
MDU4093908.1 anaerobic C4-dicarboxylate transpo...	1
MCO6564678.1 sugar O-acetyltransferase	1
XP_026193778.1 uncharacterized protein LOC34621146	1
XP_011131418.1 adenylosuccinate lyase protein	1
XP_002141607.1 uncharacterized protein CMU_001290	1
PVG04639.1 WD40 repeat-like protein	1
XP_011129387.1 diacylglycerol acyltransferase	1
XP_011128923.1 RER1 family protein	1
XP_011129382.1 putative deoxyhypusine hydroxylase	1
XP_011134257.1 AP2 domain protein	1
CEM25330.1 unnamed protein product	1
XP_011128567.1 major facilitator family transpo...	1
XP_011128545.1 kelch repeat protein	1
XP_011132975.1 40S ribosomal protein S21	1
KAF8822327.1 hypothetical protein IE077_003981	1
XP_055388914.1 SRSF protein kinase 3-like	1
XP_009039135.1 hypothetical protein AURANDRAFT_...	1
CEM04254.1 unnamed protein product	1
XP_002139555.1 myb-like DNA-binding domain-cont...	1
XP_011132482.1 phosphoenolpyruvate carboxylase	1
GJP40533.1 hypothetical protein CLOM_g205	1
KAF8821857.1 hypothetical protein IE077_001457	1
KAJ2780997.1 Serine/threonine-protein phosphata...	1
XP_011132602.1 MAK16 protein	1
XP_053990270.1 uncharacterized protein LOC12888...	1
XP_011133591.1 ribosomal protein S27a	1
CEL93115.1 unnamed protein product	1
VDM04878.1 unnamed protein product	1
XP_055388520.1 dynein light chain 1, cytoplasmi...	1
OEJ85457.1 60S acidic ribosomal protein P2	1
XP_035986227.1 dual specificity protein phospha...	1
CEM37592.1 unnamed protein product	1
XP_002139450.1 SKIP/SNW domain-containing protein	1
CEM06476.1 unnamed protein product	1
XP_053992803.1 probable inactive serine/threoni...	1
CAD7923229.1 unnamed protein product	1
CDJ53515.1 60S ribosomal protein L7, putative	1
MBF6096385.1 cold shock domain-containing protein	1
CEM04901.1 unnamed protein product	1
XP_011129951.1 putative oocyst wall protein	1
XP_953140.1 uncharacterized protein TA08650	1
XP_011129538.1 putative transmembrane protein	1
XP_011130751.1 putative zinc finger protein	1
XP_011132358.1 aluminum activated malate transp...	1
XP_011131478.1 40S ribosomal protein SA	1
XP_011134192.1 triose-phosphate transporter fam...	1
XP_013358026.1 HIT domain-containing protein, p...	1
XP_046071736.1 putative AAA family ATPase/60S r...	1
XP_026193487.1 deoxycytidylate deaminase	1
XP_028868048.1 YL1 nuclear C-terminal domain-co...	1
CEL92549.1 unnamed protein product	1
CCA19322.1 peptidase putative	1
HPT47656.1 nucleoside phosphorylase	1
XP_029217974.1 Purine nucleoside phosphorylase	1
KFG57893.1 oocyst wall protein	1
XP_011130097.1 pseudouridine synthase	1
XP_011131378.1 DNA repair helicase	1
XP_011130367.1 phosphdiesterase	1
XP_011130035.1 CTP synthase	1
KAH0476630.1 MAG: hypothetical protein KVP18_00...	1
XP_011129659.1 methyltransferase	1
XP_011132736.1 peroxiredoxin	1
QSL65317.1 hypothetical protein MERGE_002627	1
KAH0487260.1 MAG: hypothetical protein KVP17_00...	1
XP_011129177.1 hypothetical protein GNI_031610	1
XP_028536936.1 SNAP protein (soluble N-ethylmal...	1
CEL70229.1 TPA: C2 domain-containing protein, p...	1
XP_011132708.1 hypothetical protein GNI_148550	1
XP_011129708.1 zinc finger protein	1
MBM3746239.1 2,3-diphosphoglycerate-dependent p...	1
XP_015117202.1 RNA cytidine acetyltransferase	1
CAK0891111.1 unnamed protein product, partial	1
XP_011129794.1 putative NF-X1 finger and helica...	1
XP_011131761.1 hypothetical protein GNI_117370	1
KAH0475894.1 MAG: hypothetical protein KVP17_00...	1
XP_011130759.1 putative ICE-like protease (casp...	1
KAH0487684.1 MAG: hypothetical protein KVP17_00...	1
CEM02195.1 unnamed protein product	1
POM78480.1 Retrovirus Polyprotein	1
CAE7451357.1 KRE33	1
XP_011130654.1 hypothetical protein GNI_086310	1
XP_011131925.1 hypothetical protein GNI_123690	1
XP_003879808.1 putative isoleucine-tRNAsynthetase	1
KFG32488.1 Oxysterol-binding protein, partial	1
XP_011130635.1 putative DNA mismatch repair pro...	1
XP_051422176.1 Nrap protein	1
XP_012757005.1 hypothetical protein SAMD0001953...	1
XP_011132475.1 protein kinase domain protein	1
OII76417.1 armadillo beta-catenin-like repeat f...	1
XP_026193783.1 ras-related protein Rab-1B	1
KAG9227935.1 nuclear distribution protein nudF	1
XP_011134393.1 hypothetical protein GNI_024620	1
XP_011130642.1 MCM2/3/5 family protein	1
XP_055387928.1 uncharacterized protein LOC12961...	1
WEU39147.1 glutathione S-transferase	1
MEA3339422.1 chitin deacetylase family protein	1
XP_051380077.1 uncharacterized protein BX663DRA...	1
XP_026189698.1 cAMP-dependent protein kinase re...	1
XP_027193920.1 40S ribosomal protein S11-like	1
XP_011129869.1 hypothetical protein GNI_054300	1
XP_011129992.1 protein phosphatase 2C	1
KYK71820.1 3'5'-cyclic nucleotide phosphodieste...	1
XP_011128696.1 putative La domain protein	1
XP_011132284.1 AP2 domain protein	1
XP_009692561.1 conserved hypothetical protein	1
XP_011134247.1 DEAD/DEAH box helicase	1
XP_011133327.1 putative Arf GTPase activator	1
CEM11428.1 unnamed protein product	1
CEM31007.1 unnamed protein product	1
XP_002139984.1 protein kinase domain-containing...	1
ESS34101.1 calcium-dependent protein kinase CDPK9	1
CEM33027.1 unnamed protein product	1
XP_055388219.1 U4/U6 small nuclear ribonucleopr...	1
XP_011134299.1 C2H2 type zinc-finger protein	1
XP_011131204.1 40S ribosomal protein S23	1
XP_011130127.1 RNA-dependent RNA polymerase	1
XP_011131587.1 putative ribosomal RNA methyltra...	1
GIX17659.1 MAG: fumarate hydratase class II	1
XP_011133014.1 hypothetical protein GNI_158110	1
XP_003883658.1 hypothetical protein NCLIV_034130	1
XP_055388449.1 uncharacterized protein LOC12961...	1
XP_011130802.1 proteasome subunit beta type	1
KFG57785.1 GTPase activating protein for Arf pr...	1
XP_011134452.1 putative dimethyladenosine trans...	1
KAF4657218.1 ER membrane protein complex subunit 4	1
PHJ21643.1 hydrolase	1
XP_011133519.1 NOL1/NOP2/Sun family protein	1
XP_011134636.1 dihydrofolate reductase-thymidyl...	1
KAJ2356536.1 DNA mismatch repair protein	1
PHJ26055.1 calcium binding egf domain-containin...	1
XP_011128788.1 hypothetical protein GNI_011000	1
MDD5071495.1 co-chaperone GroES	1
KAF8819424.1 acyl-CoA:cholesterol acyltransfera...	1
KFG64745.1 calcium-dependent protein kinase CDP...	1
XP_011130765.1 putative acetyltransferase domai...	1
XP_011130907.1 putative ABC transporter	1
XP_011129993.1 ribose-phosphate pyrophosphokinase	1
CAD8105204.1 unnamed protein product	1
XP_011130811.1 hypothetical protein GNI_089700	1
WP_269345328.1 homoserine dehydrogenase	1
XP_011128611.1 putative transcription factor TF...	1
CEM35622.1 unnamed protein product	1
XP_011132977.1 DEK carboxy-terminal domain protein	1
KAH0473303.1 MAG: hypothetical protein KVP18_00...	1
KAI9111795.1 hypothetical protein K1719_017485	1
KAI9293452.1 hypothetical protein K502DRAFT_343168	1
PRQ70258.1 Peptidase C13 family-domain containi...	1
CAE8606371.1 unnamed protein product, partial	1
XP_011129719.1 peptidase M50	1
OEH78804.1 elongator complex protein	1
KAF8822724.1 putative eukaryotic peptide chain ...	1
CAD7949167.1 unnamed protein product	1
XP_011131160.1 BOP1NT (NUC169) domain protein	1
KAH7648683.1 hypothetical protein FG379_002153	1
XP_011131377.1 GYF domain protein	1
XP_011134214.1 hypothetical protein GNI_018680	1
CEM34767.1 unnamed protein product	1
CAJ1402962.1 unnamed protein product	1
XP_011130561.1 patched family protein	1
XP_028528238.1 hexose transporter, putative	1
XP_011133066.1 ribosomal RNA large subunit meth...	1
KAF8821261.1 cactin	1
XP_001609983.1 hypothetical protein BBOV_II004600	1
XP_011128491.1 60S ribosomal protein L23, partial	1
XP_003879664.1 hypothetical protein NCLIV_001200	1
ORY04508.1 NEDD8-activating enzyme E1 regulator...	1
XP_011129204.1 bromodomain protein, partial	1
XP_011131421.1 putative methyltransferase	1
XP_011132215.1 putative ubiquitin activating en...	1
RWS16980.1 sprT-like domain-containing protein ...	1
XP_051444244.1 uncharacterized protein K450DRAF...	1
XP_011132321.1 inner membrane complex protein	1
OEH77757.1 Golgi snare related protein	1
XP_011133405.1 putative ubiquitin-conjugating e...	1
CEM25725.1 unnamed protein product	1
XP_002140871.1 YEATS family protein	1
KAH8739439.1 hypothetical protein FG386_000411	1
XP_002370251.1 type I fatty acid synthase, puta...	1
WP_090349278.1 NAD-dependent succinate-semialde...	1
XP_011131020.1 putative Arf GTPase activator	1
KFH16620.1 transcription factor/nuclear export ...	1
XP_029217359.1 ccr4-associated factor family pr...	1
XP_011132745.1 hexokinase	1
XP_011131000.1 putative viral A-type inclusion ...	1
XP_011129176.1 hypothetical protein GNI_031600	1
HZT98978.1 hypothetical protein	1
XP_011134376.1 RING finger protein	1
KYK63812.1 putative transmembrane protein	1
XP_011131625.1 ATP-dependent RNA helicase eIF4A	1
XP_011131623.1 putative vacuolar ATP synthase s...	1
XP_011132221.1 putative histone-binding protein	1
XP_011132584.1 1-acyl-sn-glycerol-3-phosphate a...	1
CEM28832.1 unnamed protein product	1
KAJ1606735.1 hypothetical protein OIY81_3117	1
XP_011131699.1 RING finger protein	1
KAK2076694.1 mediator complex subunit	1
XP_062520276.1 MKI67 FHA domain-interacting nuc...	1
XP_011131553.1 proteasome subunit beta type	1
CEM08695.1 unnamed protein product	1
XP_011128596.1 protein phosphatase 2C	1
KAJ3331865.1 GTPase-activating protein	1
CEM35195.1 unnamed protein product	1
XP_011133035.1 helicase	1
KAJ1426453.1 WD40-repeat-containing domain protein	1
XP_011130344.1 transcriptional repressor TCF25	1
HTJ31510.1 peptide-methionine (S)-S-oxide reduc...	1
XP_011128809.1 EXS family protein	1
HYQ59623.1 nicotinate phosphoribosyltransferase	1
KXJ06430.1 DNA polymerase theta	1
TNV72288.1 hypothetical protein FGO68_gene11213	1
CEL96125.1 unnamed protein product	1
KAH0475144.1 MAG: hypothetical protein KVP17_00...	1
XP_011131492.1 putative cytosol aminopeptidase	1
XP_011131731.1 MCM2/3/5 family protein	1
HWV49339.1 choice-of-anchor I family protein	1
KAF8820605.1 phosphatidate cytidylyltransferase	1
XP_011130878.1 ASCH domain protein	1
XP_011129294.1 hypothetical protein GNI_036110	1
CEM14833.1 unnamed protein product	1
XP_011128902.1 syntaxin	1
XP_011128904.1 putative PRP19-like protein	1
CAI3999065.1 unnamed protein product	1
XP_012767090.1 hypothetical protein, conserved	1
CEM29095.1 unnamed protein product	1
CAJ1374826.1 unnamed protein product	1
GFH46230.1 hypothetical protein CTEN210_02704	1
CAE7348725.1 CDC48A, partial	1
HEV8105141.1 FAD-binding oxidoreductase	1
XP_011134384.1 putative PWI domain protein	1
XP_011131856.1 DNA polymerase	1
XP_002509676.2 histone deacetylase complex subu...	1
AAW25670.1 SJCHGC06150 protein	1
XP_028863458.1 copper transporter, putative	1
CDJ50550.1 DnaJ domain-containing protein, puta...	1
XP_011129936.1 DNA polymerase	1
WP_209467565.1 SIMPL domain-containing protein	1
XP_011129086.1 succinyl-CoA synthetase alpha su...	1
KAJ8459389.1 hypothetical protein OPV22_032315	1
WP_327761940.1 MULTISPECIES: IMP dehydrogenase	1
MBD3670458.1 glutamine-hydrolyzing GMP synthase	1
XP_011131253.1 putative RRM domain and KH domai...	1
CEM06669.1 unnamed protein product	1
POM83197.1 Enhancer of polycomb-like family pro...	1
XP_028887770.1 uncharacterized protein TM35_000...	1
XP_011129863.1 putative cell division protein 48	1
XP_002142748.1 legume-like lectin family protein	1
XP_011131416.1 putative impact protein	1
WP_314059322.1 proline racemase family protein	1
XP_011129089.1 ion channel protein, partial	1
XP_050509694.1 DNA excision repair protein ERCC-1	1
PHJ25864.1 rna-binding protein nova-1	1
XP_011128716.1 amine-terminal region of chorein...	1
KAH8740289.1 replication factor C subunit 5	1
CEM07748.1 unnamed protein product	1
CEL95940.1 unnamed protein product	1
XP_011130357.1 putative transmembrane protein	1
XP_011134532.1 putative inner membrane complex ...	1
XP_011129944.1 putative glycerol-3-phosphate ac...	1
XP_011131775.1 hypothetical protein GNI_117870	1
KAH8741926.1 hypothetical protein FG386_003121	1
HWF84977.1 glycine cleavage system protein GcvH	1
KAF7455856.1 ubiqutin family protein	1
HPD65575.1 ornithine--oxo-acid transaminase	1
XP_029215386.1 uncharacterized protein BESB_028120	1
XP_011132116.1 ankyrin repeat protein	1
KAH0481651.1 MAG: hypothetical protein KVP17_00...	1
KAK1932801.1 DNA topoisomerase family protein	1
CAB3219651.1 protein ABHD17B-like	1
WP_189482815.1 hydrolase	1
CEM21646.1 unnamed protein product	1
XP_011129686.1 putative transportin	1
XP_011129687.1 putative ribosomal protein L17	1
XP_011129688.1 putative oocyst wall protein	1
XP_011134395.1 hypothetical protein GNI_024640	1
XP_011130666.1 glycosyltransferase-like family ...	1
XP_011134599.1 eukaryotic translation initiatio...	1
WP_091969535.1 DMT family transporter	1
MDC0991516.1 DMT family transporter	1
XP_011130655.1 formin-like protein, partial	1
MBF0305345.1 hypothetical protein	1
XP_011130656.1 tetratricopeptide repeat protein	1
KAH0481921.1 MAG: hypothetical protein KVP17_00...	1
XP_011131656.1 putative FAM203 family protein	1
XP_011131657.1 putative oocyst wall protein	1
XP_011131659.1 putative RuvB DNA helicase	1
VWU52165.1 ras-related protein Rab-2	1
XP_011131918.1 helicase	1
XP_055389090.1 LOW QUALITY PROTEIN: uncharacter...	1
XP_011131692.1 putative peptidase	1
CAB1099001.1 unnamed protein product	1
XP_011131283.1 putative coiled-coil protein	1
MDF1780009.1 glutathione peroxidase	1
EPR62720.1 pyridine nucleotide-disulfide oxidor...	1
GAX78567.1 hypothetical protein CEUSTIGMA_g6007.t1	1
CEM25559.1 unnamed protein product	1
KAH8741305.1 hypothetical protein FG386_000212	1
XP_011132966.1 putative transcription factor	1
XP_011128945.1 hypothetical protein GNI_014830	1
PHJ17353.1 zinc finger (ccch type) motif-contai...	1
HKO88988.1 glutathione peroxidase	1
MBL8535330.1 glutathione peroxidase	1
XP_002139260.1 uncharacterized protein CMU_039800	1
XP_011132895.1 putative structural maintenance ...	1
CEL92241.1 unnamed protein product	1
XP_011130806.1 putative IWS1-like protein	1
XP_011134477.1 glycosyltransferase family protein	1
CEM09140.1 unnamed protein product	1
CEL98564.1 unnamed protein product	1
XP_011129313.1 putative chaperonin containing T...	1
XP_002368660.1 heat shock protein 40, putative	1
XP_011129112.1 bisphosphoglycerate mutase	1
XP_011131676.1 hypothetical protein GNI_115260	1
XP_011131695.1 LNS2 (lipin/Ned1/Smp2) protein	1
CEM36626.1 unnamed protein product	1
XP_018636452.1 EMP/nonaspanin domain family pro...	1
XP_011134435.1 glucosamine-6-phosphate deaminase	1
XP_004344746.1 Znfinger in Ran binding protein ...	1
XP_011130570.1 putative RNA polymerase subunit	1
KAJ2780782.1 hypothetical protein H4R18_003250	1
OII72758.1 Rab11 protein	1
XP_011131838.1 phenylalanyl-tRNA synthetase bet...	1
XP_013433140.1 adenylate and guanylate cyclase ...	1
XP_011132126.1 calreticulin family protein	1
XP_012650057.1 microtubule-severing ATPase	1
XP_011129372.1 chloride channel, protein ClC	1
CEM07905.1 unnamed protein product	1
XP_011130739.1 putative ribosome biogenesis pro...	1
KAH8067661.1 hypothetical protein JL721_7355	1
KAK5077309.1 hypothetical protein LTR51_002998	1
CAI3997482.1 unnamed protein product	1
XP_011134101.1 MED6 mediator sub complex component	1
WP_315519303.1 uracil-DNA glycosylase	1
XP_029219133.1 hypothetical protein BESB_060110	1
KAF8820212.1 putative 26s proteasome regulatory...	1
XP_003882795.1 conserved hypothetical protein	1
CAE8633675.1 unnamed protein product, partial	1
XP_011130094.1 putative CDK-activating kinase a...	1
XP_053992918.1 uncharacterized protein LOC12888...	1
KAJ1608296.1 putative kinesin-like boursin	1
CEL93330.1 unnamed protein product	1
XP_011132184.1 putative DNA helicase	1
CAJ1346086.1 unnamed protein product	1
WP_131105166.1 MULTISPECIES: glycerol kinase GlpK	1
CEM23136.1 unnamed protein product	1
XP_011134557.1 putative transmembrane protein	1
KAF8820454.1 ccr4-associated factor family protein	1
KAF8821113.1 putative Alpha,alpha-trehalose-pho...	1
XP_011134403.1 ATG carboxy-terminal domain protein	1
GKT34513.1 Protein of unknown function DUF1764,...	1
XP_011134039.1 putative eukaryotic membrane pro...	1
XP_002140706.1 CRAL/TRIO domain-containing protein	1
CEM00891.1 unnamed protein product	1
HMZ93969.1 selenide, water dikinase SelD	1
XP_011133122.1 hypothetical protein GNI_163630	1
XP_011132681.1 cholinephosphate cytidylyltransf...	1
XP_011130345.1 p21-carboxy-terminal region-bind...	1
CEM24385.1 unnamed protein product	1
CEM24134.1 unnamed protein product	1
EJK74912.1 hypothetical protein THAOC_03384	1
HVR65876.1 iron-sulfur cluster assembly accesso...	1
XP_011132732.1 proteasome subunit alpha type	1
CEM33406.1 unnamed protein product	1
XP_011129697.1 hypothetical protein GNI_049790	1
XP_011130609.1 uridine phosphorylase	1
WP_233609815.1 NAD(P)-dependent alcohol dehydro...	1
CAF1288448.1 unnamed protein product	1
XP_011133053.1 AAR2 protein	1
KAK1442612.1 large ribosomal subunit protein eL...	1
XP_011131586.1 putative protein kinase, partial	1
MDN6640297.1 alpha/beta hydrolase	1
WFR75745.2 alpha/beta hydrolase	1
WP_207115129.1 alpha/beta hydrolase	1
WP_311248933.1 NAD(P)-dependent alcohol dehydro...	1
XP_053991470.1 exportin-1-like isoform X2	1
GBF99672.1 hypothetical protein Rsub_12491	1
XP_011128717.1 cytidine deaminase	1
HPF40152.1 NUDIX domain-containing protein	1
KAK2705669.1 hypothetical protein QYM36_015896	1
KAG1218379.1 hypothetical protein G6F35_008362	1
XP_011129740.1 putative 40S ribosomal protein S2	1
XP_011131366.1 M20 peptidase family protein	1
XP_011131849.1 hypothetical protein GNI_120950	1
CEM30635.1 unnamed protein product	1
XP_011130586.1 2OG-Fe(II) oxygenase family protein	1
KYF40052.1 ABC transporter transmembrane region...	1
XP_011129208.1 PAN domain protein	1
MDJ0554415.1 ATP-grasp enzyme	1
SOV75907.1 serine/threonine protein phosphatase...	1
XP_011129950.1 transcription factor subunit Med...	1
KAF4666963.1 Beclin-1	1
XP_011129738.1 putative karyopherin (importin) ...	1
XP_011130798.1 peptidyl-prolyl cis-trans isomer...	1
XP_011130796.1 putative oocyst wall protein	1
XP_011134536.1 hypothetical protein GNI_061010	1
CAD7922663.1 unnamed protein product	1
XP_029216306.1 hemimethylated DNA binding domai...	1
XP_011128509.1 putative zinc finger/FHA domain ...	1
CEM10131.1 unnamed protein product	1
OII76284.1 ethanolaminephosphotransferase	1
XP_011133179.1 putative root hair defective 3 G...	1
XP_011130139.1 Wax ester synthase-like acyl-CoA...	1
CEL93582.1 unnamed protein product	1
XP_044264222.1 uncharacterized protein LOC12301...	1
UWK01891.1 FK506 binding protein	1
HEX4490066.1 alpha/beta hydrolase	1
TRY50456.1 VPS16 vacuolar sorting protein	1
VDL87183.1 unnamed protein product	1
RYP38952.1 hypothetical protein DL767_002391	1
XP_011132345.1 splicing factor 3B subunit	1
XP_002365947.1 eukaryotic translation initiatio...	1
KFG61170.1 LSM domain-containing protein	1
XP_011130768.1 hypothetical protein GNI_089080	1
KAK1268100.1 hypothetical protein QJS04_geneDAC...	1
XP_003385551.1 PREDICTED: N-terminal Xaa-Pro-Ly...	1
XP_011129597.1 hypothetical protein GNI_045820	1
KAF4681958.1 DNA repair protein rad50	1
XP_011130699.1 SAC3/GANP family protein	1
KAH0474498.1 MAG: hypothetical protein KVP18_00...	1
PWN50079.1 ARM repeat-containing protein, partial	1
XP_011134415.1 signal recognition particle rece...	1
KAK3816453.1 MAG: hypothetical protein J3Q66DRA...	1
CEM33377.1 unnamed protein product	1
HVZ58919.1 large conductance mechanosensitive c...	1
WP_039898925.1 MULTISPECIES: mannitol-1-phospha...	1
XP_011130967.1 family UPF0016 protein	1
CAE8639363.1 unnamed protein product	1
XP_011131706.1 putative histidine acid phosphat...	1
XP_003882122.1 hypothetical protein NCLIV_018800	1
XP_011129009.1 calmodulin	1
CAH0379615.1 unnamed protein product	1
KZT51792.1 cysteine proteinase, partial	1
XP_003881426.1 conserved hypothetical protein	1
CAB1120573.1 unnamed protein product	1
WP_026099795.1 UDP-glucuronic acid decarboxylas...	1
XP_011133443.1 DNA polymerase	1
CEL94762.1 unnamed protein product	1
XP_011130199.1 hypothetical protein GNI_067690	1
XP_011130201.1 protein phosphatase 2C	1
CEM38334.1 unnamed protein product	1
XP_011131787.1 transport particle component Bet...	1
XP_011132127.1 choline/ethanolamine kinase	1
XP_011133072.1 hypothetical protein GNI_162230	1
CAJ1357318.1 unnamed protein product	1
XP_011130547.1 phosphdiesterase	1
XP_011130758.1 putative phosphodiesterase	1
KAJ8042152.1 Tubulin polymerization-promoting p...	1
RZP39090.1 MAG: glycine dehydrogenase (aminomet...	1
RWS23978.1 selenocysteine-specific elongation f...	1
KPK33712.1 MAG: hypothetical protein AMS24_00055	1
MEA2579760.1 BirA family transcriptional regulator	1
XP_011131005.1 putative ribonuclease Z	1
CEL98118.1 unnamed protein product	1
XP_013247667.1 UPF0101 protein CGI-137, putative	1
XP_011129040.1 putative 40S ribosomal protein S7	1
XP_011131744.1 putative RNA 3'-terminal phospha...	1
KAF4685064.1 hypothetical protein FOZ60_006886	1
GAQ88106.1 DNA2/NAM7 helicase family	1
XP_005782901.1 hypothetical protein EMIHUDRAFT_...	1
GMI34511.1 hypothetical protein TrCOL_g1265	1
XP_003884633.1 hypothetical protein NCLIV_050310	1
XP_011131209.1 putative GMC oxidoreductase	1
XP_011130770.1 putative GMC oxidoreductase	1
KAH7648600.1 hypothetical protein FG379_002070	1
CAD7956519.1 unnamed protein product	1
XP_011129026.1 histidine phosphatase superfamil...	1
XP_011133140.1 inner membrane complex protein	1
MBR3092041.1 AAA family ATPase	1
OZJ04898.1 hypothetical protein BZG36_02511	1
WSI96556.1 GNAT family N-acetyltransferase	1
CEM34702.1 unnamed protein product	1
WP_050467616.1 ankyrin repeat domain-containing...	1
KAH0485265.1 MAG: hypothetical protein KVP18_00...	1
KAF8819986.1 U-snRNP-associated cyclophilin fam...	1
EPR62710.1 hypothetical protein TGGT1_260830	1
KAF8821627.1 zinc finger, C3HC4 type (RING fing...	1
WP_137353164.1 GNAT family N-acetyltransferase	1
ADD13585.1 puromycin N-acetyl transferase	1
XP_011131094.1 hypothetical protein GNI_099220	1
MCF8188759.1 AAA family ATPase	1
KAI9172994.1 hypothetical protein H9P43_007125	1
KYK71765.1 DHHC zinc finger domain-containing p...	1
XP_011132332.1 major facilitator superfamily tr...	1
XP_011130556.1 hypothetical protein GNI_078120	1
XP_011133078.1 endonuclease/exonuclease/phospha...	1
XP_011131180.1 actin	1
XP_011131632.1 ribonucleoside-diphosphate reduc...	1
KAF4672614.1 hypothetical protein FOL47_000302	1
XP_061385340.1 LOW QUALITY PROTEIN: uncharacter...	1
KAH0476875.1 MAG: hypothetical protein KVP18_00...	1
XP_011131569.1 cytochrome protein	1
XP_004831573.1 diphthine synthase, putative	1
XP_011131358.1 UNC-50 family protein	1
CAJ1420731.1 unnamed protein product	1
XP_011129748.1 eukaryotic translation initiatio...	1
XP_053990241.1 uncharacterized protein LOC12888...	1
XP_011130042.1 lecithin retinol acyltransferase	1
XP_011129230.1 hypothetical protein GNI_033940	1
XP_011132886.1 putative RNA polymerase III tran...	1
XP_011131747.1 putative transmembrane protein	1
XP_011132316.1 hypothetical protein GNI_134200	1
NLY08002.1 GAF domain-containing protein	1
XP_058105873.1 zinc finger A20 and AN1 domain-c...	1
XP_011129403.1 cystinosin	1
CAE8615517.1 unnamed protein product, partial	1
XP_028872218.1 Lariat debranching enzyme	1
KAF8822691.1 putative SPX domain-containing mem...	1
XP_012691467.1 phosphatidylinositol N-acetylglu...	1
KAF9213488.1 hypothetical protein BGZ59_005275	1
XP_011130773.1 succinyl-CoA synthetase beta sub...	1
XP_011129014.1 cutinase	1
XP_011132163.1 SPX domain protein	1
XP_011131084.1 peroxiredoxin	1
XP_011128482.1 putative MORN repeat protein	1
ABF14314.1 DNA helicase II	1
MBT5577870.1 DNA helicase II	1
XP_005714965.1 Ubiquitin carboxyl-terminal hydr...	1
XP_011131863.1 HECT-domain (ubiquitin-transfera...	1
XP_011132076.1 26S proteasome regulatory subuni...	1
XP_011131913.1 formin-like protein	1
XP_011134095.1 glutamate dehydrogenase	1
XP_051623583.1 uncharacterized protein BBOV_IV0...	1
KAF8823079.1 hypothetical protein IE077_000678	1
CEM30950.1 unnamed protein product	1
CEM37772.1 unnamed protein product	1
KAG0604245.1 hypothetical protein M758_10G156200	1
CEM12833.1 unnamed protein product	1
XP_011128457.1 peptidase S8 family domain protein	1
XP_011128459.1 60S ribosomal protein L21	1
XP_011128460.1 actin	1
XP_011132138.1 putative transmembrane protein	1
XP_026192241.1 cAMP-dependent protein kinase ca...	1
HYO65381.1 NAD(P)-dependent alcohol dehydrogenase	1
